category,region,amount,quantity
Food,South,372.1393269,37
Food,South,347.3730512,77
Electronics,South,29.19755508,51
Electronics,North,855.9837176,10
Clothing,East,867.9071944,2
Books,North,441.9430373,77
Food,East,655.4308265,69
Food,South,824.9399249,75
Books,North,74.06576258,53
Clothing,East,636.4600249,34
Clothing,West,560.0037603,88
Electronics,East,615.2289046,21
Food,South,120.0709854,94
Food,East,777.8332768,78
Electronics,East,807.7099294,19
Clothing,East,913.7830825,19
Clothing,West,95.16140379,54
Electronics,South,10.41076823,36
Electronics,South,926.4242876,15
Clothing,North,424.1409387,22
Books,North,376.5411136,47
Books,East,669.4119058,81
Electronics,North,534.8075524,98
Food,West,479.725532,96
Food,North,825.1181349,50
Clothing,East,462.5754182,36
Food,North,703.0675923,40
Food,East,691.5613134,40
Food,West,463.8507712,66
Electronics,East,370.8629258,43
Books,North,383.8598113,79
Food,South,980.4397316,78
Electronics,North,7.193777177,4
Electronics,North,28.42686983,77
Clothing,South,444.5221003,20
Books,West,203.1199409,91
Food,South,862.2580337,58
Electronics,North,34.35664127,51
Clothing,West,713.8648913,12
Books,North,869.0695859,75
Food,West,907.6636915,34
Electronics,South,700.5714536,12
Books,South,533.4342313,31
Food,North,29.95228629,65
Books,East,883.9760128,89
Clothing,North,231.0582501,89
Clothing,South,432.4811289,72
Books,North,494.4212977,95
Clothing,East,724.0336295,65
Food,West,399.6034608,74
Electronics,South,761.4436752,28
Electronics,South,954.0837617,58
Books,North,346.3621939,43
Food,East,983.7918879,71
Clothing,West,321.7385969,45
Electronics,North,864.6958619,50
Books,East,508.0143071,74
Food,South,191.559335,56
Clothing,North,828.5580377,13
Books,East,566.4041249,66
Clothing,North,121.3770723,97
Books,South,906.9894439,96
Books,South,437.3984707,10
Clothing,West,45.50041531,55
Food,North,324.2276399,4
Electronics,West,456.5715161,24
Clothing,East,624.8029927,3
Books,East,326.4489439,84
Books,West,325.8759583,3
Books,North,564.3564384,98
Clothing,South,750.3538655,60
Books,West,608.5302395,84
Electronics,East,391.6833535,93
Electronics,South,728.8987828,4
Books,North,917.8672518,28
Electronics,East,796.7843496,80
Clothing,South,615.3546739,36
Electronics,West,106.2748791,45
Food,North,970.7688767,28
Books,East,999.8660124,53
Food,South,470.6429042,12
Books,West,94.61362847,89
Clothing,North,733.8403458,82
Electronics,South,926.6049953,92
Electronics,South,190.4710676,58
Clothing,South,429.3817645,51
Books,West,361.2655011,21
Clothing,South,835.2222734,50
Clothing,South,435.7816041,61
Books,East,436.0944484,78
Clothing,South,114.7275935,15
Electronics,East,206.4873649,50
Electronics,East,568.4252531,68
Electronics,West,280.9977875,97
Books,South,734.8780821,5
Food,West,766.9054739,75
Electronics,West,298.0566202,12
Electronics,North,314.4504182,87
Books,North,430.6533382,16
Food,North,374.1162004,2
Electronics,North,304.0957736,37
Electronics,South,9.223706791,75
Books,East,929.2949432,73
Clothing,North,145.0661023,86
Clothing,North,41.0830625,46
Clothing,East,783.0714932,20
Electronics,North,858.6223375,15
Books,North,483.2226088,94
Electronics,North,1.134610438,77
Electronics,South,915.3723924,11
Clothing,North,314.2768222,9
Clothing,East,529.8226639,47
Clothing,West,612.676697,50
Food,West,284.7919999,21
Books,South,282.4139084,59
Clothing,West,743.3391886,31
Electronics,West,340.1470643,80
Electronics,West,123.7740289,64
Clothing,East,76.44078707,46
Food,North,376.4133705,3
Books,East,938.70991,64
Clothing,South,957.6009895,49
Clothing,North,533.1936432,28
Books,South,36.4419117,93
Books,North,435.0185416,71
Food,East,819.3110008,81
Clothing,South,86.99245967,15
Books,West,498.5148914,33
Electronics,South,525.3744048,66
Food,West,143.2793354,3
Books,North,529.2181508,3
Food,North,948.6430672,35
Books,South,348.0818755,93
Food,South,200.6959777,60
Clothing,East,193.8257346,95
Books,West,142.7413997,4
Books,South,443.7361875,24
Books,North,140.8286514,59
Food,South,883.6114415,57
Electronics,West,672.0266228,7
Books,West,946.7114559,71
Clothing,North,994.5764104,35
Food,West,407.2058809,59
Food,South,69.78590872,25
Food,East,948.6327873,27
Food,East,596.0359565,93
Books,South,724.0908809,12
Food,North,157.2551346,72
Books,South,430.8941097,20
Books,North,703.183713,90
Books,West,70.57927726,22
Books,South,835.8512651,47
Books,East,446.5971197,22
Books,West,665.632567,82
Food,South,518.506317,90
Books,North,490.7682779,64
Electronics,South,570.1778752,53
Clothing,East,787.8230005,75
Electronics,South,623.6075798,82
Books,West,255.0109601,44
Electronics,South,711.8151432,52
Clothing,South,950.8003113,82
Food,South,169.8656118,85
Clothing,North,247.7600129,51
Electronics,West,411.5347258,46
Food,East,352.8078617,1
Electronics,South,794.842007,48
Electronics,North,728.4788652,81
Books,North,551.4178925,91
Clothing,East,592.7934937,36
Food,East,692.3743614,52
Clothing,West,823.7037596,15
Food,North,667.2042046,73
Food,North,494.0871125,98
Clothing,East,557.2406665,80
Clothing,South,854.0940605,18
Food,East,141.1983034,21
Clothing,East,424.8304375,48
Electronics,East,458.9602568,4
Clothing,North,235.6185041,78
Electronics,North,795.4024365,5
Food,South,886.5487273,62
Clothing,North,747.1079398,35
Clothing,North,604.9151529,25
Books,West,654.2238598,49
Clothing,East,103.4376592,76
Clothing,North,203.8886643,16
Books,South,533.5401296,75
Electronics,East,961.9299796,85
Electronics,East,729.2645223,32
Books,West,125.4693541,8
Clothing,East,885.7839695,76
Books,North,829.6202272,90
Electronics,North,513.3819514,71
Clothing,West,782.6590332,70
Clothing,North,753.0653514,82
Books,East,90.4140387,77
Books,North,740.3672825,55
Books,East,572.635622,66
Clothing,East,440.9579159,8
Clothing,North,865.6168334,98
Books,East,973.1844011,21
Electronics,North,21.97500087,55
Books,North,419.4929978,13
Electronics,South,291.9668998,65
Food,West,80.3058424,87
Clothing,North,239.749971,1
Books,North,906.9639176,45
Food,East,214.8513906,63
Books,West,592.0174361,16
Books,East,920.1924406,85
Books,North,914.6965342,51
Electronics,East,94.14361176,56
Clothing,West,803.004834,84
Electronics,East,378.8361088,48
Food,East,559.7392373,8
Books,West,244.870398,30
Clothing,East,560.5587701,76
Clothing,East,358.5019365,95
Food,West,336.3246921,45
Books,South,41.79481294,42
Books,North,340.6647811,46
Books,West,117.3809737,53
Clothing,South,851.114023,24
Books,East,860.9536346,88
Clothing,East,369.1514548,7
Books,West,103.6664058,56
Electronics,North,762.5705435,26
Clothing,North,779.8011839,85
Food,South,371.132262,28
Food,East,3.532349242,77
Electronics,West,527.1383024,55
Electronics,South,101.3775289,28
Food,North,60.86281054,51
Clothing,South,989.7584805,54
Clothing,East,998.7063396,5
Clothing,East,307.0734308,76
Clothing,North,927.8841831,67
Food,West,581.6447795,56
Clothing,East,724.2563603,36
Electronics,South,472.5922821,56
Food,South,991.2203327,16
Food,North,515.4887614,99
Food,West,945.6196961,79
Books,North,918.1558199,99
Clothing,North,80.08661396,15
Clothing,East,569.1260301,59
Food,South,774.9159158,1
Books,South,551.8353739,85
Clothing,East,73.56627469,72
Clothing,East,621.3560826,59
Books,North,418.3258725,46
Books,East,881.8751395,10
Food,West,833.3297506,98
Food,East,433.1350083,53
Books,South,526.7666475,1
Electronics,South,877.6134436,24
Food,South,843.8204358,64
Food,East,806.5387473,61
Books,West,727.8881154,29
Clothing,West,552.2073781,99
Food,East,404.9808251,57
Food,East,988.2206963,14
Clothing,South,352.8807266,29
Electronics,South,804.7517785,77
Clothing,East,170.7377363,48
Food,South,809.1221151,79
Electronics,East,478.8768764,36
Books,North,687.238014,11
Clothing,North,150.5918795,38
Electronics,East,368.5062796,1
Books,South,313.5640223,77
Electronics,South,14.5261986,83
Food,North,640.4478552,41
Electronics,South,178.6901619,19
Food,North,696.6627126,21
Food,West,493.0487293,61
Food,North,670.670205,27
Books,South,289.8915866,33
Electronics,South,941.1868671,10
Clothing,North,997.9462519,12
Food,East,524.3005767,63
Books,South,542.7662397,53
Electronics,East,58.16808717,4
Food,North,541.7384753,27
Clothing,South,423.3112731,50
Food,West,299.4746737,3
Books,South,190.2079542,58
Food,North,919.4524466,7
Electronics,South,105.8016337,41
Books,North,357.4566509,9
Food,West,517.8555674,17
Books,South,275.2607118,89
Electronics,North,525.6217201,19
Food,East,972.978087,15
Clothing,North,111.5442377,34
Electronics,North,617.2122121,97
Clothing,East,105.8837583,30
Food,East,705.2390784,60
Books,East,772.3107042,8
Clothing,North,748.4863042,36
Food,South,505.7810174,93
Food,East,422.2598829,94
Books,West,63.81770014,88
Books,West,315.5055837,11
Books,West,824.6676093,22
Food,West,869.8353283,88
Books,East,536.580145,80
Books,East,839.7334572,48
Electronics,East,938.9131186,57
Electronics,East,671.099089,93
Books,North,706.6528363,15
Food,West,862.935465,87
Electronics,South,933.5065439,44
Electronics,South,586.4760632,52
Books,East,307.9499801,75
Books,West,38.63976277,12
Electronics,North,618.4911354,60
Clothing,West,150.6085371,63
Food,East,988.2893806,49
Food,East,428.9710362,99
Food,North,315.922663,98
Books,North,875.1578302,67
Clothing,East,860.3330471,56
Books,West,179.5289265,69
Clothing,East,717.7518443,65
Clothing,South,656.286371,65
Books,West,517.7698412,83
Food,West,910.4298931,25
Books,South,161.5842754,86
Books,North,663.5056408,33
Clothing,East,483.7613169,19
Books,West,316.0314597,41
Food,East,540.3985541,84
Clothing,East,208.4927774,23
Electronics,East,213.9406902,28
Electronics,South,136.093718,48
Electronics,South,28.29507234,60
Books,North,371.1232468,61
Clothing,West,893.284627,77
Books,West,236.0275496,22
Electronics,South,672.6433347,44
Electronics,West,400.4194621,68
Electronics,North,47.53926429,73
Food,West,642.2349941,53
Books,West,43.76350075,3
Electronics,East,525.5474072,52
Electronics,East,556.1056152,95
Books,West,56.71847952,28
Electronics,East,846.2175715,58
Books,South,337.8449512,29
Food,South,660.2429054,52
Food,East,716.8477103,67
Books,West,654.4302112,83
Electronics,North,266.4247667,64
Food,West,459.654769,36
Food,East,983.4440893,74
Clothing,North,411.9806586,54
Clothing,East,455.0102158,11
Food,North,331.0905125,79
Clothing,East,791.2650611,24
Electronics,South,825.3161972,77
Books,North,904.2555076,14
Books,North,663.8184146,70
Food,East,19.34953864,33
Electronics,West,681.5087744,77
Clothing,East,268.3104343,15
Books,North,793.9170543,89
Food,West,375.4898357,11
Food,West,555.9537884,78
Clothing,North,558.277954,44
Clothing,West,488.7819414,11
Electronics,East,943.2816572,63
Food,South,171.9153864,58
Food,South,497.1524763,12
Food,East,319.2363573,80
Clothing,East,162.8569113,13
Clothing,East,539.6443064,85
Food,South,950.7236768,42
Electronics,North,270.5975102,41
Food,West,907.7940444,57
Electronics,West,23.4892009,21
Electronics,East,808.3664828,99
Clothing,West,627.9353105,85
Food,West,481.7624029,52
Clothing,North,916.512189,85
Food,North,153.2529807,6
Electronics,North,332.7259035,4
Food,North,726.3677053,35
Electronics,South,867.8668793,59
Clothing,South,228.6522331,7
Books,East,731.7471162,34
Clothing,East,959.3873428,33
Electronics,East,888.0303708,91
Electronics,West,700.082365,74
Electronics,North,538.7495386,26
Books,East,20.61224381,67
Food,North,609.4928172,50
Food,North,509.786762,32
Food,East,556.8951843,7
Clothing,North,413.3998416,98
Electronics,South,415.5858981,41
Electronics,East,993.882725,2
Books,West,34.33017736,40
Books,South,874.8158572,24
Books,East,47.19507428,6
Electronics,South,435.5913096,76
Electronics,East,602.9402016,53
Clothing,West,782.6235228,30
Books,East,635.2568675,49
Clothing,North,282.3860752,87
Clothing,West,701.1073113,82
Electronics,West,162.7458399,89
Food,West,169.4793992,59
Books,North,526.5017268,69
Clothing,West,639.8973407,72
Books,South,478.9767318,68
Clothing,North,355.0770469,56
Food,South,259.4024142,68
Books,East,944.1570497,14
Food,North,106.7318166,88
Food,South,742.5553504,83
Food,West,613.654207,75
Clothing,West,731.9819457,75
Books,North,535.4744332,33
Books,North,89.50670737,84
Books,West,592.7139166,84
Food,South,707.0711179,40
Electronics,East,594.6614203,38
Clothing,East,1.087549495,48
Books,North,350.7989461,50
Books,North,543.2044327,21
Books,South,965.1901658,34
Books,East,436.9414489,61
Books,East,373.4223347,67
Books,East,908.5647007,9
Electronics,East,17.89133871,97
Electronics,North,643.2615771,81
Clothing,North,734.9789589,87
Food,South,158.9121156,39
Clothing,East,647.3414331,41
Electronics,North,12.07659761,95
Clothing,West,213.9927204,71
Clothing,East,940.7781851,20
Books,South,351.1775657,3
Electronics,South,845.0054826,39
Clothing,South,81.57820702,9
Electronics,East,142.7927517,26
Food,South,878.920641,90
Books,South,135.4268426,5
Electronics,East,74.24716013,20
Electronics,West,438.1606638,26
Clothing,South,733.5070486,32
Electronics,South,169.2034573,39
Food,East,654.9603663,44
Books,South,344.9424284,37
Food,West,621.1918584,31
Clothing,West,139.1748728,99
Books,West,355.8256398,75
Electronics,North,484.2532211,9
Electronics,East,318.9853563,79
Books,East,260.0001503,31
Food,West,664.78085,64
Clothing,South,934.5431203,72
Books,West,619.0300751,5
Electronics,North,220.2608082,85
Electronics,East,416.971719,61
Electronics,North,407.5408259,48
Clothing,West,32.47049691,27
Food,South,964.6720676,40
Electronics,South,44.75720762,13
Clothing,East,505.9058268,95
Books,East,872.4020038,41
Food,South,827.4676019,86
Electronics,West,482.0697997,82
Books,North,183.5224293,39
Food,East,327.0656911,13
Electronics,East,159.3378656,13
Food,East,567.5716394,30
Clothing,West,391.1427226,20
Clothing,East,123.7215622,75
Food,East,217.2147308,48
Books,West,867.4988439,53
Food,East,479.2463886,76
Books,North,360.6406096,51
Books,North,993.635362,20
Clothing,East,195.5837545,12
Books,West,299.5626405,17
Electronics,East,139.592395,91
Clothing,South,835.6678289,12
Books,East,363.4621644,85
Electronics,East,839.348824,2
Food,North,952.6511001,14
Food,West,383.3470151,55
Books,South,205.9901334,22
Clothing,North,163.7728424,20
Electronics,West,651.3203212,32
Books,West,84.67991661,34
Books,West,900.6218939,43
Books,East,927.4520898,69
Food,East,790.374576,46
Clothing,West,415.2358116,59
Books,North,189.9681896,41
Books,North,670.4630757,80
Electronics,East,483.4969371,48
Books,North,577.235875,26
Books,East,730.9509905,82
Electronics,West,146.4993623,17
Books,East,366.4252144,28
Electronics,North,855.6910237,38
Electronics,East,248.9260458,29
Clothing,East,561.3109272,11
Food,East,319.8941915,20
Clothing,East,692.8470198,46
Clothing,North,146.4675784,11
Books,West,251.7726837,22
Food,West,205.9278354,68
Clothing,East,361.8662099,48
Books,West,72.17027001,11
Books,North,885.0180175,64
Electronics,North,174.5413389,16
Books,South,890.5676868,49
Books,South,682.5410734,3
Books,South,319.7285002,40
Electronics,East,231.2551138,15
Food,North,719.1027754,92
Electronics,East,237.0265298,72
Electronics,North,985.1419353,37
Books,South,828.5958427,32
Food,East,333.1528455,73
Books,East,962.3548061,93
Books,West,1.969710167,11
Electronics,North,435.1839859,99
Clothing,North,297.7647694,11
Electronics,North,221.7968944,79
Clothing,South,473.50858,59
Clothing,East,527.1043732,64
Food,West,492.0165632,54
Electronics,East,672.747842,93
Clothing,North,767.3063137,34
Food,North,967.1266013,88
Electronics,South,262.7158626,40
Books,North,1.180246732,24
Clothing,East,627.0449181,53
Electronics,East,604.6553044,12
Clothing,East,662.1370135,38
Books,North,253.5064077,45
Electronics,East,846.6577677,26
Books,South,308.8807705,28
Clothing,South,716.4117432,65
Food,South,243.9878589,67
Food,West,704.9844162,16
Clothing,South,426.8414179,12
Books,North,385.8437626,16
Clothing,West,845.5074777,96
Books,North,500.6947393,37
Books,North,322.9647981,27
Food,West,374.8069765,82
Food,North,552.3943715,22
Food,West,1.271202924,32
Food,West,836.5153947,77
Clothing,West,204.3695298,83
Clothing,South,847.9134953,1
Books,South,945.1099077,69
Food,East,230.8194597,3
Food,East,887.4073254,49
Food,North,997.2797133,85
Electronics,South,801.5138414,43
Electronics,South,115.5315156,72
Clothing,North,140.3401652,63
Books,West,829.668851,42
Food,East,547.5692229,97
Books,South,396.3697236,2
Electronics,South,867.0232748,28
Food,West,767.3581276,30
Books,South,89.04001328,93
Clothing,South,637.3461096,65
Books,East,421.8088143,1
Books,East,567.726722,10
Electronics,West,284.7023782,52
Electronics,East,54.98527766,48
Food,South,79.96830309,48
Electronics,South,480.5669109,50
Books,North,177.5873931,78
Electronics,West,830.7696894,35
Clothing,East,579.23162,74
Clothing,North,553.8260957,50
Electronics,East,599.8316969,85
Clothing,South,775.9731751,31
Books,West,82.81496132,52
Electronics,South,410.5901729,3
Books,West,666.9296126,22
Food,North,165.893235,98
Books,West,460.4291344,48
Books,North,944.0107271,88
Electronics,East,133.0485455,91
Books,South,97.2132151,53
Electronics,East,190.1978039,61
Food,South,331.2243987,76
Books,North,202.1811828,74
Clothing,East,695.8547789,69
Electronics,North,988.0132307,69
Clothing,East,397.3059159,77
Food,East,265.3559953,23
Books,South,585.892964,41
Electronics,South,955.8147713,94
Books,South,810.5472493,46
Clothing,West,271.7640023,55
Books,South,533.4742191,36
Books,South,287.5404554,21
Electronics,West,822.6806062,67
Food,South,887.2725279,78
Clothing,North,969.3628253,55
Clothing,South,894.3796309,84
Books,South,159.1744774,89
Electronics,South,784.5096086,26
Books,North,388.964328,97
Books,West,261.2631765,87
Electronics,North,588.1105807,15
Food,West,271.8711354,9
Clothing,West,486.1951525,53
Clothing,East,300.3495823,7
Electronics,East,705.6109242,33
Books,East,168.315184,63
Books,East,123.2225236,59
Electronics,North,839.8497941,98
Electronics,South,611.6643683,63
Books,North,350.5835301,57
Books,South,684.4468967,77
Food,East,141.2605493,17
Books,West,880.7087359,58
Books,East,573.4609241,10
Electronics,West,376.8374385,4
Electronics,North,244.7118143,41
Electronics,South,676.6610938,3
Electronics,East,26.92795777,8
Electronics,West,260.818714,35
Books,East,487.3618281,49
Electronics,East,891.2955288,45
Food,East,556.3172813,70
Books,East,309.5751034,8
Books,South,462.381631,55
Electronics,North,308.0150072,34
Books,East,721.2165104,65
Food,North,526.9402146,41
Clothing,North,496.4014725,27
Clothing,North,783.0092758,11
Electronics,East,750.5723378,8
Books,East,918.957025,57
Books,West,193.3066461,68
Clothing,West,203.3328996,86
Clothing,South,265.0961134,83
Electronics,West,512.7714967,2
Clothing,South,74.89530797,49
Books,South,90.67065301,88
Food,West,146.0308521,50
Electronics,South,139.6696676,43
Food,West,822.7703052,85
Electronics,North,816.9524941,38
Electronics,West,154.5512977,30
Food,South,285.488793,30
Clothing,North,153.7732087,94
Food,West,176.5518976,59
Clothing,South,862.6145619,62
Books,South,577.5909385,7
Clothing,South,497.0726785,88
Electronics,South,801.3750797,57
Clothing,East,204.140343,71
Electronics,North,813.2127888,41
Food,South,786.6332385,91
Food,East,342.3870464,13
Clothing,North,667.9376235,35
Books,East,783.4108773,54
Electronics,North,334.135898,32
Clothing,West,812.0237519,62
Food,East,585.983198,36
Food,North,665.7268655,73
Electronics,East,639.3149764,31
Books,West,601.4265877,81
Electronics,East,184.2635084,75
Electronics,West,638.5812882,76
Electronics,West,805.597407,98
Books,North,325.4716032,67
Clothing,South,95.39635001,71
Books,North,471.7048111,73
Clothing,East,959.9503606,4
Books,North,689.6528455,70
Electronics,West,283.9466895,5
Clothing,West,314.3080313,84
Clothing,South,527.7532238,32
Clothing,North,519.6630634,82
Clothing,East,917.2744552,54
Clothing,South,228.545668,49
Electronics,West,540.8151291,2
Food,South,124.8511764,61
Food,North,429.5337395,5
Clothing,South,759.9357934,20
Food,North,550.3466052,61
Electronics,West,915.4439356,12
Books,East,713.3981366,9
Books,South,598.3429584,68
Food,South,391.131681,31
Clothing,West,911.3497283,53
Electronics,West,504.4316945,3
Books,North,214.3201933,89
Food,North,501.2806916,47
Clothing,West,509.2531568,87
Clothing,North,5.06658585,68
Clothing,East,901.8665075,76
Electronics,North,714.5959663,38
Books,North,630.1359376,75
Food,North,458.861358,21
Electronics,West,829.9573001,84
Clothing,South,763.6042199,11
Electronics,East,995.3246254,5
Books,West,469.3040334,33
Food,West,836.9806593,44
Books,East,90.57226538,12
Electronics,East,130.6993597,37
Food,North,865.0036525,23
Food,West,243.9296565,97
Food,North,542.357455,12
Electronics,South,233.4229343,87
Books,East,623.1561378,71
Books,North,72.97566689,13
Books,North,570.6846815,55
Clothing,East,882.0534434,66
Electronics,South,483.238542,69
Books,South,806.1608953,19
Food,West,238.2569499,70
Electronics,West,42.46935282,36
Books,West,832.3367492,43
Clothing,West,768.455557,41
Food,West,606.4190013,97
Electronics,North,777.9007293,26
Food,South,270.2883732,6
Books,North,633.637762,61
Clothing,East,567.9202094,40
Food,South,61.60600901,40
Food,North,234.6228562,58
Books,South,662.3471071,42
Electronics,East,825.6566689,22
Clothing,West,725.9475155,22
Clothing,East,781.6436451,50
Clothing,North,741.1747665,50
Books,East,412.807523,1
Food,North,323.5730699,13
Books,West,881.027752,71
Books,South,651.1632811,44
Books,East,578.1680522,19
Clothing,West,567.5719374,3
Food,West,247.5121599,72
Electronics,East,748.6375179,16
Food,West,55.31634941,30
Food,West,541.7328447,85
Electronics,East,638.5867869,72
Clothing,South,205.5007269,98
Food,North,640.1600469,86
Electronics,East,49.38089219,39
Food,South,74.94876,74
Books,North,763.6592444,54
Clothing,East,187.4070427,13
Books,South,695.2031859,82
Food,West,767.2788023,44
Food,North,322.5249454,45
Food,South,192.2512443,65
Books,North,560.0376924,3
Clothing,East,600.0777355,97
Books,North,872.0363185,32
Clothing,East,557.7428733,61
Food,East,220.9245709,95
Electronics,East,337.0980028,62
Food,North,687.3763476,20
Clothing,North,587.629415,9
Electronics,West,48.590693,12
Books,East,434.2842664,76
Food,South,899.2869577,42
Clothing,West,161.5083397,56
Books,West,441.5134347,87
Electronics,North,486.014062,74
Food,South,153.9089427,61
Clothing,South,301.1014274,95
Clothing,West,141.8411574,99
Electronics,South,60.65580291,2
Clothing,West,910.730317,64
Food,South,394.1512891,22
Clothing,South,57.88566632,33
Books,East,65.78357859,50
Electronics,North,47.10974737,35
Food,East,224.3885201,43
Clothing,West,277.4767554,25
Electronics,West,551.5319616,24
Food,North,847.0101143,59
Clothing,South,918.8423025,92
Food,West,660.0656007,31
Books,East,362.9502039,55
Food,North,179.8180544,67
Food,North,932.4186591,97
Food,West,726.5642759,60
Electronics,West,324.2202165,7
Electronics,East,380.3090114,32
Books,South,591.4361711,91
Books,East,85.26393723,69
Food,South,795.4033349,2
Food,South,515.8758928,30
Food,West,480.940241,7
Clothing,North,908.3646559,56
Food,East,247.6366414,11
Books,North,27.25584152,74
Electronics,South,125.4916342,18
Electronics,East,631.8993666,74
Clothing,South,299.0185118,7
Books,East,143.8544153,51
Clothing,North,797.2827887,11
Clothing,West,72.37795564,93
Food,East,867.1734793,22
Books,South,723.1536163,11
Clothing,North,911.9497209,14
Clothing,East,338.4660348,87
Books,East,64.15820536,68
Books,East,284.043475,38
Clothing,South,282.6161887,16
Electronics,West,200.588648,45
Electronics,North,502.2713444,2
Clothing,East,800.1761239,91
Electronics,West,855.9413988,42
Books,West,546.57565,48
Books,North,363.7303062,17
Books,West,203.1089435,82
Food,West,223.4118483,88
Clothing,North,438.4300818,67
Clothing,South,919.2236854,87
Electronics,West,633.7443241,77
Food,South,59.36564481,99
Electronics,North,340.8619299,9
Food,North,242.6652751,2
Clothing,West,685.4680656,13
Clothing,East,733.1944654,40
Clothing,North,918.7824722,25
Food,North,677.6293952,83
Clothing,East,96.81708179,9
Electronics,East,376.2107737,13
Electronics,South,11.79793619,74
Books,North,196.7425575,54
Books,South,85.10776432,34
Clothing,North,976.971503,66
Electronics,South,399.6768225,37
Books,North,765.3111555,36
Electronics,North,892.5090408,13
Electronics,West,901.4438769,78
Clothing,South,213.9475511,12
Electronics,South,313.4580981,59
Food,East,679.1422581,68
Books,South,701.6727271,90
Electronics,East,622.380147,17
Clothing,North,190.1645911,45
Food,North,291.8209152,30
Clothing,North,941.9068555,79
Food,North,10.99232794,75
Electronics,South,72.57379994,54
Electronics,South,19.68017134,48
Clothing,West,959.6690042,30
Electronics,West,772.8928337,91
Food,South,503.3237387,34
Electronics,West,133.4954908,28
Food,West,285.099164,13
Books,North,377.6003255,71
Food,East,835.1541131,69
Electronics,North,860.040875,90
Clothing,West,509.4634631,26
Food,North,682.7484687,87
Electronics,South,532.0106212,15
Clothing,East,484.6686663,35
Clothing,East,871.4694271,20
Electronics,South,908.8644679,5
Food,West,116.6767,18
Electronics,South,794.622722,30
Books,East,262.9431534,13
Books,West,350.8192053,71
Books,West,955.3629835,74
Clothing,East,87.0692262,68
Food,North,369.6362465,58
Food,North,720.2654453,21
Clothing,West,753.6051301,10
Electronics,East,755.1865995,3
Clothing,South,874.6579582,80
Books,North,841.1452833,18
Books,North,725.9937439,29
Books,South,65.17282816,67
Electronics,North,663.0064958,3
Food,South,628.299496,85
Clothing,West,480.8070811,64
Electronics,East,727.3803705,83
Food,South,986.8617188,93
Food,West,840.0049207,97
Electronics,East,309.9315884,88
Books,East,964.4210899,76
Books,East,230.6384715,5
Food,North,324.1278317,25
Clothing,West,778.3938379,22
Clothing,East,949.157801,76
Clothing,West,82.81916447,63
Electronics,South,59.08431432,88
Food,West,856.3996488,58
Books,East,340.9749447,38
Electronics,North,975.0619395,62
Books,North,746.3116873,91
Books,West,840.2256404,36
Food,South,636.6910085,27
Food,West,455.4267778,91
Clothing,East,754.5243568,75
Clothing,West,262.4459769,31
Food,North,484.0061732,39
Food,East,666.8527576,1
Electronics,East,238.5583487,65
Clothing,North,325.0374332,33
Clothing,South,630.8071514,34
Food,North,745.1963804,34
Clothing,East,43.84381555,2
Clothing,West,360.0590269,11
Clothing,East,58.04729989,84
Clothing,East,344.8149019,22
Books,East,490.9726602,25
Food,East,70.71924707,12
Books,West,718.8590135,42
Clothing,East,326.4955631,97
Clothing,West,461.4397207,31
Electronics,East,817.8664192,26
Clothing,West,663.0458768,45
Books,South,216.739084,13
Food,North,982.236912,41
Food,West,679.3010129,99
Books,South,110.11772,21
Food,West,112.5916578,89
Electronics,North,204.41067,18
Electronics,North,180.475113,83
Food,South,901.8030663,52
Books,East,727.6348673,15
Electronics,West,495.8087031,88
Food,East,91.16635565,30
Food,West,348.3073063,23
Clothing,West,846.6580663,40
Food,South,614.5448679,45
Clothing,North,731.1151004,91
Food,West,533.6165598,43
Books,West,141.7023989,32
Clothing,East,847.9349894,45
Food,South,698.5617481,15
Books,West,120.2844126,31
Electronics,East,542.8835779,31
Food,West,62.9570361,69
Electronics,West,657.2422013,42
Food,South,360.7595708,62
Electronics,East,688.2665479,11
Clothing,West,904.1266394,49
Electronics,West,860.4297205,57
Clothing,East,720.6784566,50
Books,South,406.3634442,73
Books,West,25.95250995,66
Books,East,223.5746558,10
Electronics,West,908.5509782,76
Books,North,78.70549979,46
Books,South,912.5353917,87
Electronics,South,603.012365,37
Food,South,500.7625741,32
Food,West,77.26025176,76
Food,South,913.0385698,95
Food,East,115.551484,98
Books,North,100.7236659,71
Books,West,430.6309222,93
Electronics,South,32.63964685,24
Food,North,968.451443,63
Food,South,712.682015,56
Clothing,North,785.7368316,31
Food,West,597.7345897,53
Food,North,444.8549847,90
Clothing,East,164.5784106,89
Electronics,North,308.9074688,44
Food,West,153.1499461,27
Books,North,97.49885731,44
Electronics,South,83.18354421,94
Electronics,South,317.0177589,89
Electronics,East,566.8510029,97
Clothing,North,957.3137223,33
Food,North,865.1411093,71
Electronics,South,7.33817054,47
Food,South,921.569585,9
Clothing,East,474.2143722,50
Food,South,956.8985701,73
Food,North,439.4191108,62
Books,South,247.5327524,22
Clothing,South,456.7715026,1
Electronics,South,135.170451,4
Electronics,East,789.9879842,44
Food,North,273.7491728,42
Clothing,East,261.1709492,90
Clothing,East,637.7988578,94
Clothing,South,804.1565657,15
Books,West,870.0963321,55
Food,South,142.0739218,17
Food,West,89.55841588,37
Electronics,West,103.5709162,89
Electronics,East,266.5730754,56
Clothing,West,655.8070179,41
Food,South,770.1604877,67
Clothing,East,64.45814272,57
Electronics,North,161.0981086,90
